MS_SubClass,Bldg_Type,Overall_Cond,Lot_Frontage,Lot_Area,Street,UTM_x,UTM_y,School_District,Year_Built,Year_Remod_Add,Roof_Style,Gr_Liv_Area,Total_Bsmt_SF,Bsmt_Unf_SF,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Garage_Type,Garage_Area,Year_Sold,Mo_Sold,YM_Sold,Sale_Condition,Sale_Price
Duplex_All_Styles_and_Ages,Duplex,Average,60,10800,Pave,445515.5372861121,4653105.437394841,Edwards Elementary School,1987,1988,Gable,1200,1200,0,3,0,3,0,3,No_Garage,0,2009,3,2009-03-01,Alloca,179000
Duplex_All_Styles_and_Ages,Duplex,Average,0,10547,Pave,445603.74086039414,4653099.318769386,Edwards Elementary School,1978,1978,Gable,1152,1152,0,2,0,2,0,2,Detchd,252,2009,7,2009-07-01,Normal,159900
One_Story_1945_and_Older,OneFam,Very_Poor,0,10020,Pave,445347.70643513976,4652980.214872311,Edwards Elementary School,1922,1950,Gable,904,683,333,1,0,0,1,1,No_Garage,0,2009,3,2009-03-01,Normal,61000
Two_Story_1945_and_Older,OneFam,Above_Average,54,6629,Pave,445588.19368796254,4652519.382607975,Edwards Elementary School,1925,1950,Gambrel,1369,672,121,1,0,2,0,3,Detchd,300,2009,7,2009-07-01,Normal,103600
One_and_Half_Story_Finished_All_Ages,OneFam,Fair,60,9780,Pave,445493.9453691187,4652537.095606765,Edwards Elementary School,1934,1950,Gable,1112,585,585,1,0,2,0,4,Detchd,226,2009,3,2009-03-01,Normal,63000
Split_or_Multilevel,OneFam,Above_Average,70,12886,Pave,444554.39242067956,4653698.948357372,Sawyer Elementary School,1963,1999,Gable,1464,520,76,0,1,2,0,3,Attchd,480,2009,10,2009-10-01,Normal,175000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,80,8816,Pave,444094.2234839219,4653731.1021502325,Sawyer Elementary School,1963,1963,Gable,1121,1121,470,1,0,1,0,3,Detchd,480,2009,6,2009-06-01,Normal,139000
Two_Story_1946_and_Newer,OneFam,Average,70,11184,Pave,444350.79643823986,4653588.5085785305,Sawyer Elementary School,1978,1978,Hip,1683,918,192,0,0,2,1,3,Attchd,440,2009,7,2009-07-01,Normal,172500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,75,11625,Pave,444260.25757929625,4653591.552267556,Sawyer Elementary School,1967,1967,Hip,1052,1052,525,0,0,1,1,3,Attchd,668,2009,4,2009-04-01,Abnorml,113500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,65,7800,Pave,443876.52073783596,4653314.213394575,Sawyer Elementary School,1967,2004,Hip,899,864,414,0,0,1,0,3,Attchd,288,2009,6,2009-06-01,Normal,130000
Split_Foyer,OneFam,Average,0,8014,Pave,444319.854057784,4653474.938679966,Sawyer Elementary School,1978,1978,Gable,1034,456,0,0,1,1,0,3,Basment,504,2009,6,2009-06-01,Normal,149900
Split_Foyer,OneFam,Average,0,7252,Pave,444385.6192536326,4653395.141531034,Sawyer Elementary School,1982,1982,Hip,858,858,173,1,0,1,0,2,Detchd,576,2009,4,2009-04-01,Normal,134900
Split_Foyer,OneFam,Above_Average,74,8740,Pave,444425.79719518224,4653451.4551157085,Sawyer Elementary School,1982,1982,Hip,860,840,168,1,0,1,0,2,Detchd,528,2009,7,2009-07-01,Normal,137000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,11616,Pave,444836.4506857031,4653702.408866742,Sawyer Elementary School,1962,1962,Gable,1092,1092,252,0,1,1,0,3,Attchd,288,2009,9,2009-09-01,Normal,139000
Split_or_Multilevel,OneFam,Average,88,15400,Pave,444842.2807780935,4653685.707908407,Sawyer Elementary School,1961,1961,Hip,1774,552,552,0,0,2,0,4,Attchd,384,2009,7,2009-07-01,Normal,165000
Split_or_Multilevel,OneFam,Average,88,15312,Pave,444803.94008596713,4653577.745489218,Sawyer Elementary School,1960,1960,Hip,1138,1138,550,0,1,1,0,3,Attchd,480,2009,3,2009-03-01,Normal,148000
Split_or_Multilevel,OneFam,Average,0,15584,Pave,445192.2133511075,4653613.5933837425,Sawyer Elementary School,1956,1956,Hip,2071,825,825,0,1,1,1,4,Attchd,336,2009,10,2009-10-01,Normal,165000
One_Story_1946_and_Newer_All_Styles,OneFam,Poor,0,9000,Pave,445427.8009155977,4653602.003106077,Sawyer Elementary School,1947,1950,Gable,660,0,0,0,0,1,0,2,No_Garage,0,2009,6,2009-06-01,Normal,63900
One_and_Half_Story_Finished_All_Ages,OneFam,Average,0,11250,Pave,445295.4726186411,4653596.250630333,Sawyer Elementary School,1957,1989,Gable,1788,1104,1104,1,0,1,0,5,Attchd,304,2009,11,2009-11-01,Normal,161500
One_Story_1946_and_Newer_All_Styles,OneFam,Very_Good,65,25095,Pave,444702.3532313718,4652939.631019575,Edwards Elementary School,1968,2003,Flat,1473,1437,113,2,0,1,0,1,Attchd,452,2009,6,2009-06-01,Partial,143000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,0,17140,Pave,444434.80343432387,4652573.192694645,Edwards Elementary School,1956,1956,Gable,1229,1134,75,0,0,1,0,3,Attchd,284,2009,4,2009-04-01,Normal,135000
One_Story_1945_and_Older,OneFam,Average,0,12342,Pave,444354.34282125876,4652662.520474884,Edwards Elementary School,1940,1950,Gable,861,861,599,0,0,1,0,1,Detchd,539,2009,3,2009-03-01,Normal,82500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,10708,Pave,444847.89108284784,4653151.687401633,Edwards Elementary School,1955,1993,Hip,1867,1617,470,1,0,1,0,2,Attchd,303,2009,11,2009-11-01,Normal,190000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,13680,Pave,444867.55364228756,4653061.372373004,Edwards Elementary School,1955,1955,Hip,1733,0,0,0,0,2,0,4,Attchd,452,2009,6,2009-06-01,Normal,139600
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,15635,Pave,444867.5895957388,4653044.716557267,Edwards Elementary School,1954,1954,Gable,1383,0,0,0,0,1,0,2,Attchd,498,2009,10,2009-10-01,Normal,122000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,73,9855,Pave,444717.4521058356,4652710.221970788,Edwards Elementary School,1956,1956,Hip,1689,1436,1436,0,0,1,0,3,Attchd,480,2009,11,2009-11-01,Normal,127500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,68,9571,Pave,444680.9228932567,4652654.87760883,Edwards Elementary School,1956,1956,Hip,1073,1073,816,1,0,1,0,2,Attchd,340,2009,2,2009-02-01,Normal,121500
One_Story_1946_and_Newer_All_Styles,OneFam,Fair,68,9571,Pave,444763.90123758395,4652646.90179025,Edwards Elementary School,1958,1958,Gable,1276,1276,1276,0,0,1,0,3,Attchd,350,2009,6,2009-06-01,Abnorml,60000
Two_Story_1946_and_Newer,OneFam,Good,50,9350,Pave,444926.2563000002,4652891.8066067435,Edwards Elementary School,1946,1950,Hip,1639,747,405,0,0,1,1,3,Detchd,240,2009,7,2009-07-01,Normal,154400
One_Story_1945_and_Older,OneFam,Above_Average,50,9340,Pave,444926.22083826235,4652876.594832529,Edwards Elementary School,1941,1950,Hip,672,672,328,1,0,1,0,2,Attchd,234,2009,8,2009-08-01,Normal,113000
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,62,7440,Pave,445350.59214048233,4652907.841060887,Edwards Elementary School,1954,1954,Gable,1089,1089,916,1,0,1,0,3,Detchd,252,2009,9,2009-09-01,Normal,125000
One_Story_1946_and_Newer_All_Styles,OneFam,Fair,0,11500,Pave,445082.97930077097,4652764.008065601,Edwards Elementary School,1957,1957,Gable,845,0,0,0,0,1,0,3,Detchd,290,2009,1,2009-01-01,Normal,84000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,42,4235,Pave,445014.17562730395,4652730.353479099,Edwards Elementary School,1984,1984,Gable,1049,1049,104,1,0,2,0,2,Attchd,266,2009,2,2009-02-01,Normal,139500
One_and_Half_Story_Finished_All_Ages,OneFam,Below_Average,60,11409,Pave,445275.30595329934,4652732.340119347,Edwards Elementary School,1949,2008,Gable,1716,768,476,0,0,1,1,3,Attchd,281,2009,1,2009-01-01,Normal,131000
One_and_Half_Story_Finished_All_Ages,OneFam,Average,60,9060,Pave,445277.1973980441,4652602.057221647,Edwards Elementary School,1939,1950,Gable,1258,560,356,0,0,1,0,2,Detchd,280,2009,10,2009-10-01,Normal,105000
Two_Story_1945_and_Older,OneFam,Average,60,9084,Pave,445371.723517644,4652513.164660029,Edwards Elementary School,1940,1950,Gable,1510,755,755,1,0,1,0,4,Detchd,296,2009,10,2009-10-01,Normal,108000
Split_or_Multilevel,OneFam,Above_Average,74,10778,Pave,443324.3288363668,4653798.291532409,Sawyer Elementary School,1990,1991,Gable,1061,1054,308,1,0,1,1,1,Attchd,462,2009,7,2009-07-01,Normal,162000
Split_or_Multilevel,OneFam,Average,66,19255,Pave,443239.0682667544,4653746.897727145,Sawyer Elementary School,1983,1983,Gable,1338,520,0,0,0,1,1,2,Attchd,576,2009,9,2009-09-01,Normal,156500
One_and_Half_Story_Finished_All_Ages,OneFam,Very_Good,79,12327,Pave,443216.4626166586,4653539.53879765,Sawyer Elementary School,1983,2009,Gable,2132,1496,55,1,0,1,1,1,BuiltIn,612,2009,9,2009-09-01,Normal,316600
One_Story_1946_and_Newer_All_Styles,OneFam,Good,90,14684,Pave,443430.3123957431,4653615.009762165,Sawyer Elementary School,1990,1991,Hip,2196,2158,1496,0,0,2,0,3,Attchd,701,2009,6,2009-06-01,Normal,271900
Two_Story_1946_and_Newer,OneFam,Average,75,9317,Pave,443622.8954663505,4653400.83780554,Sawyer Elementary School,1993,1993,Gable,1775,740,227,1,0,2,1,3,Attchd,425,2009,7,2009-07-01,Normal,213000
Two_Story_1946_and_Newer,OneFam,Average,85,10560,Pave,443543.26076303155,4653401.249984296,Sawyer Elementary School,1993,1994,Gable,1879,1079,605,1,0,2,1,3,Attchd,473,2009,8,2009-08-01,Normal,239900
Two_Story_1946_and_Newer,OneFam,Average,80,9828,Pave,443530.80988828413,4653407.456284114,Sawyer Elementary School,1995,1995,Gable,2020,1128,544,0,0,2,1,3,Attchd,466,2009,6,2009-06-01,Normal,239500
Two_Story_1945_and_Older,OneFam,Good,120,26400,Pave,443730.02676705946,4653610.401646824,Sawyer Elementary School,1880,2007,Gable,2016,0,0,0,0,1,0,4,Attchd,576,2009,6,2009-06-01,Normal,131000
Duplex_All_Styles_and_Ages,Duplex,Average,64,7018,Pave,443729.64857035794,4653510.69314877,Sawyer Elementary School,1979,1979,Gable,1535,0,0,0,0,2,0,4,Attchd,410,2009,6,2009-06-01,Alloca,118964
Duplex_All_Styles_and_Ages,Duplex,Average,64,7018,Pave,443783.11908193736,4653533.8084791945,Sawyer Elementary School,1979,1979,Gable,1224,1086,0,2,0,0,2,2,Detchd,528,2009,6,2009-06-01,Alloca,153337
Duplex_All_Styles_and_Ages,Duplex,Average,64,7018,Pave,443785.5240747184,4653510.360524781,Sawyer Elementary School,1979,1979,Gable,2228,0,0,0,0,2,0,6,Detchd,720,2009,6,2009-06-01,Alloca,147983
Duplex_All_Styles_and_Ages,Duplex,Average,64,7018,Pave,443729.58065349114,4653502.143816333,Sawyer Elementary School,1979,1979,Gable,1535,0,0,0,0,2,0,4,Attchd,400,2009,6,2009-06-01,Alloca,118858
Duplex_All_Styles_and_Ages,Duplex,Average,64,7018,Pave,443750.7607305101,4653493.303578764,Sawyer Elementary School,1979,1979,Gable,1535,0,0,0,0,2,0,4,Attchd,400,2009,6,2009-06-01,Alloca,118858
Duplex_All_Styles_and_Ages,Duplex,Average,64,7018,Pave,443786.3825811229,4653492.321256964,Sawyer Elementary School,1979,1979,Gable,2240,0,0,0,0,2,0,6,Detchd,528,2009,6,2009-06-01,Alloca,142953
Duplex_All_Styles_and_Ages,Duplex,Average,64,7040,Pave,443782.19411336,4653472.545447467,Sawyer Elementary School,1979,1979,Gable,1229,1094,0,2,0,0,2,2,Detchd,672,2009,6,2009-06-01,Alloca,148325
Duplex_All_Styles_and_Ages,Duplex,Average,64,7007,Pave,443728.9690117824,4653393.887319255,Sawyer Elementary School,1979,1979,Gable,1513,0,0,0,0,2,0,4,Attchd,400,2009,6,2009-06-01,Alloca,113722
Duplex_All_Styles_and_Ages,Duplex,Average,0,11855,Pave,443722.7262154796,4653389.606460376,Sawyer Elementary School,2000,2000,Hip,2787,1168,348,2,0,4,2,6,BuiltIn,820,2009,10,2009-10-01,Normal,269500
Duplex_All_Styles_and_Ages,Duplex,Average,0,7939,Pave,443783.7257468847,4653451.702698759,Sawyer Elementary School,2000,2000,Hip,2787,1168,348,2,0,4,2,6,BuiltIn,820,2009,10,2009-10-01,Normal,269500
Duplex_All_Styles_and_Ages,Duplex,Average,0,7976,Pave,443778.95349729655,4653433.474943065,Sawyer Elementary School,2000,2000,Hip,2787,1168,348,2,0,4,2,6,BuiltIn,820,2009,10,2009-10-01,Normal,269500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,84,10933,Pave,443122.3283669616,4652960.8008608045,Sawyer Elementary School,2009,2009,Hip,1680,1555,534,1,0,1,1,1,Attchd,1138,2009,7,2009-07-01,Partial,323262
One_Story_1946_and_Newer_All_Styles,OneFam,Average,79,10637,Pave,442973.8512479883,4652946.0050724745,Sawyer Elementary School,2007,2008,Hip,1718,1705,417,1,0,2,0,3,Attchd,826,2009,9,2009-09-01,Normal,297000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,61,10226,Pave,442962.69741946645,4652938.544318631,Sawyer Elementary School,2008,2008,Gable,1630,1622,1622,1,0,2,0,3,Attchd,860,2009,1,2009-01-01,Normal,295493
One_Story_1946_and_Newer_All_Styles,OneFam,Average,65,10816,Pave,442954.5470389534,4652933.946370144,Sawyer Elementary School,2008,2008,Gable,1720,1720,616,1,0,2,0,3,Attchd,846,2009,11,2009-11-01,Normal,332000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,71,9178,Pave,442856.68024377583,4652860.895183177,Sawyer Elementary School,2008,2008,Gable,1468,1468,1468,0,0,2,0,3,Attchd,904,2009,6,2009-06-01,Normal,239900
Two_Story_1946_and_Newer,OneFam,Average,68,10769,Pave,442797.9457491982,4652815.399661354,Sawyer Elementary School,2007,2007,Gable,1768,866,846,0,0,2,1,3,Attchd,578,2009,4,2009-04-01,Normal,212000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,77,11422,Pave,442848.45088600006,4652846.526697768,Sawyer Elementary School,2007,2008,Hip,1838,1838,479,1,0,2,0,3,Attchd,524,2009,4,2009-04-01,Normal,272500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,122,11923,Pave,442954.5608282597,4652740.297040473,Sawyer Elementary School,2007,2007,Gable,1800,1800,1800,0,0,2,0,2,Attchd,702,2009,5,2009-05-01,Normal,239000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,68,8814,Pave,442954.6150076297,4652736.7434081305,Sawyer Elementary School,2006,2006,Gable,1604,1604,270,1,0,2,1,3,Attchd,660,2009,3,2009-03-01,Abnorml,220000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,64,6762,Pave,442759.0888841414,4652740.208033911,Sawyer Elementary School,2007,2007,Gable,1290,1282,380,1,0,2,0,2,Attchd,662,2009,5,2009-05-01,Normal,200000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,95,10324,Pave,442747.88353209785,4652757.176263352,Sawyer Elementary School,2008,2008,Gable,1254,1254,382,1,0,2,0,2,Attchd,810,2009,3,2009-03-01,Normal,221800
One_Story_1946_and_Newer_All_Styles,OneFam,Average,64,7314,Pave,442868.276359204,4652707.570034847,Sawyer Elementary School,2007,2007,Gable,1232,1232,508,1,0,2,0,2,Attchd,632,2009,2,2009-02-01,Normal,194500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,78,11645,Pave,442954.852829587,4652714.867130182,Sawyer Elementary School,2005,2006,Gable,1498,1498,1474,0,0,2,0,3,Attchd,844,2009,3,2009-03-01,Normal,237000
Two_Story_1946_and_Newer,OneFam,Average,79,11646,Pave,442952.55704466614,4652583.972563643,Sawyer Elementary School,2005,2006,Gable,1422,704,704,0,0,2,1,3,Attchd,440,2009,7,2009-07-01,Normal,173000
Split_or_Multilevel,OneFam,Average,0,12800,Pave,443285.8908491542,4653308.813115531,Sawyer Elementary School,1989,1989,Gable,1644,1518,0,1,1,2,0,2,Attchd,569,2009,8,2009-08-01,Normal,275000
Two_Story_1946_and_Newer,OneFam,Average,0,16698,Pave,443766.69822959736,4653099.339010119,Sawyer Elementary School,1992,1993,Gable,1759,1449,649,1,0,2,1,3,Attchd,525,2009,6,2009-06-01,Normal,233500
Two_Story_1946_and_Newer,OneFam,Average,0,28698,Pave,443494.09771228425,4652837.95005869,Sawyer Elementary School,1967,1967,Flat,2126,1013,0,0,1,2,1,3,Attchd,538,2009,6,2009-06-01,Abnorml,185000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,82,12464,Pave,442718.7455439917,4652358.343319451,Sawyer Elementary School,1996,1996,Gable,1040,1040,308,1,0,1,0,3,Detchd,576,2009,11,2009-11-01,Normal,152000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,65,9757,Pave,442697.8867510265,4652359.067157232,Sawyer Elementary School,1994,1994,Gable,990,990,235,1,0,1,0,3,Attchd,440,2009,10,2009-10-01,Normal,143000
Two_Story_1946_and_Newer,OneFam,Average,65,15426,Pave,443009.45618944627,4652359.996553649,Sawyer Elementary School,1997,1997,Gable,1764,928,107,1,0,2,1,3,Attchd,470,2009,8,2009-08-01,Normal,231500
Two_Story_1946_and_Newer,OneFam,Above_Average,43,10667,Pave,442841.12445902487,4652318.047860667,Sawyer Elementary School,1996,1996,Gable,1661,799,70,1,0,2,1,3,Attchd,550,2009,4,2009-04-01,Normal,212000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,65,14753,Pave,442761.2151456621,4652203.991320154,Sawyer Elementary School,1998,1998,Gable,1463,1463,513,1,0,2,0,3,Attchd,539,2009,12,2009-12-01,Normal,207000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,112,10859,Pave,442741.4659031204,4652116.65345139,Sawyer Elementary School,1994,1995,Gable,1097,1097,1097,0,0,1,1,3,Attchd,672,2009,6,2009-06-01,Normal,145000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,60,8072,Pave,442635.9942818519,4652198.208411181,Sawyer Elementary School,1994,1995,Gable,990,990,244,1,0,1,0,3,Detchd,480,2009,5,2009-05-01,Normal,138000
Two_Story_1946_and_Newer,OneFam,Average,80,10400,Pave,442826.96547349985,4652071.659242264,Sawyer Elementary School,1998,1998,Gable,1779,866,866,0,0,2,1,3,Attchd,546,2009,3,2009-03-01,Normal,197900
One_Story_1946_and_Newer_All_Styles,OneFam,Average,78,10335,Pave,442844.5908089484,4651957.370739894,Sawyer Elementary School,1999,1999,Gable,1501,1490,811,1,0,2,0,3,Attchd,577,2009,6,2009-06-01,Normal,204000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,68,9017,Pave,442732.7989478084,4651884.322396004,Sawyer Elementary School,1999,1999,Gable,1431,1431,871,1,0,2,0,3,Attchd,666,2009,9,2009-09-01,Normal,192000
Two_Story_1946_and_Newer,OneFam,Average,70,8750,Pave,443006.27728982404,4652077.98745087,Sawyer Elementary School,1998,1998,Gable,1772,928,322,1,0,2,1,3,Attchd,492,2009,4,2009-04-01,Normal,200000
Two_Story_1946_and_Newer,OneFam,Average,68,8935,Pave,442917.89489221625,4651878.276582522,Edwards Elementary School,2002,2002,Gable,1660,831,831,0,0,2,1,3,Attchd,493,2009,7,2009-07-01,Normal,195000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,67,9808,Pave,442773.082881739,4651828.034202535,Edwards Elementary School,2002,2002,Gable,1573,1573,785,1,0,2,0,3,Attchd,544,2009,3,2009-03-01,Normal,227000
Two_Story_1946_and_Newer,OneFam,Average,79,12420,Pave,442916.2850866755,4651750.374665073,Sawyer Elementary School,2001,2001,Gable,1840,944,278,1,0,2,1,3,Attchd,622,2009,6,2009-06-01,Normal,230000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,67,16285,Pave,442875.307605205,4651844.087149208,Edwards Elementary School,2001,2002,Gable,1430,1413,1413,0,0,2,0,3,Attchd,605,2009,6,2009-06-01,Normal,187100
One_Story_1946_and_Newer_All_Styles,OneFam,Average,65,10739,Pave,442731.691430691,4651798.499526353,Edwards Elementary School,2002,2001,Gable,1444,1431,172,1,0,2,0,3,Attchd,577,2009,4,2009-04-01,Normal,203000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,75,11166,Pave,442983.3540511098,4651750.167889303,Sawyer Elementary School,2001,2001,Gable,1492,1492,1468,0,0,2,0,3,Attchd,608,2009,7,2009-07-01,Family,201000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,60,8430,Pave,443130.15724604693,4652378.68039479,Sawyer Elementary School,1978,1978,Gable,1040,1040,424,0,0,2,0,3,No_Garage,0,2009,8,2009-08-01,Normal,124000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,16269,Pave,443104.49499373283,4652234.871077157,Sawyer Elementary School,1978,1978,Gable,907,907,282,0,0,1,0,3,Attchd,343,2009,7,2009-07-01,Normal,140000
One_Story_1946_and_Newer_All_Styles,OneFam,Good,76,6950,Pave,443103.1104443567,4652134.615567363,Sawyer Elementary School,1979,1979,Gable,914,914,132,1,0,1,0,2,Attchd,444,2009,10,2009-10-01,Normal,134900
One_Story_1946_and_Newer_All_Styles,OneFam,Good,61,8800,Pave,443281.654878156,4652190.146345003,Sawyer Elementary School,1977,2008,Gable,1040,1040,364,0,0,2,0,3,Detchd,484,2009,9,2009-09-01,Normal,150500
One_Story_1946_and_Newer_All_Styles,OneFam,Very_Good,0,7000,Pave,443296.5079780257,4652173.48293551,Sawyer Elementary School,1978,2005,Gable,864,864,218,1,0,1,0,3,Attchd,336,2009,7,2009-07-01,Normal,136500
One_Story_1946_and_Newer_All_Styles,OneFam,Good,0,9286,Pave,443291.0879150109,4652189.404625882,Sawyer Elementary School,1977,1989,Gable,1268,1268,1072,0,0,1,1,3,Detchd,252,2009,10,2009-10-01,Normal,143500
One_Story_1946_and_Newer_All_Styles,OneFam,Above_Average,36,15523,Pave,443440.7304737398,4652296.46988843,Sawyer Elementary School,1972,1972,Gable,864,864,404,1,0,1,0,3,Attchd,338,2009,8,2009-08-01,Normal,133500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,60,7200,Pave,443440.8529158048,4652332.555990571,Sawyer Elementary School,1972,1972,Hip,894,894,117,0,0,1,0,2,Detchd,600,2009,9,2009-09-01,Normal,123000
Split_Foyer,OneFam,Very_Good,60,7200,Pave,443440.6485594988,4652421.054253105,Sawyer Elementary School,1972,2003,Gable,768,768,108,0,1,1,0,2,Detchd,396,2009,4,2009-04-01,Normal,133900
Split_Foyer,OneFam,Good,70,8445,Pave,443411.6620377847,4652316.355547714,Sawyer Elementary School,1972,2007,Gable,768,768,112,1,0,1,0,2,Detchd,396,2009,3,2009-03-01,Normal,133000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,90,11664,Pave,443051.58304404485,4651904.627232439,Edwards Elementary School,2002,2002,Hip,1611,1569,335,1,0,2,0,3,Attchd,1231,2009,9,2009-09-01,Normal,250000
Two_Story_1946_and_Newer,OneFam,Average,0,12334,Pave,443185.57535195176,4652082.65474241,Edwards Elementary School,2003,2003,Gable,2184,1068,1068,0,0,2,1,4,BuiltIn,570,2009,6,2009-06-01,Normal,254750
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,11838,Pave,443477.78316405363,4652094.197685747,Edwards Elementary School,2001,2001,Hip,1788,1753,1753,0,0,2,0,3,Attchd,522,2009,6,2009-06-01,Normal,236500
Two_Story_1946_and_Newer,OneFam,Average,0,11885,Pave,443483.2621652033,4652085.604128824,Edwards Elementary School,2001,2001,Gable,1872,1299,309,1,0,2,1,3,BuiltIn,531,2009,11,2009-11-01,Normal,261500
Two_Story_1946_and_Newer,OneFam,Average,0,11050,Pave,443453.39700104704,4652078.402888603,Edwards Elementary School,2000,2000,Hip,2153,1440,536,1,0,2,1,3,Attchd,736,2009,5,2009-05-01,Normal,313000
Two_Story_1946_and_Newer,OneFam,Average,70,8749,Pave,443140.46766215505,4651888.8124775775,Edwards Elementary School,2002,2002,Gable,1725,840,840,0,0,2,1,3,Attchd,550,2009,11,2009-11-01,Normal,198500
Two_Story_1946_and_Newer,OneFam,Average,0,11250,Pave,443229.14688094327,4651888.656728272,Edwards Elementary School,2001,2001,Gable,1870,944,944,0,0,2,1,3,Attchd,608,2009,5,2009-05-01,Normal,211000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,90,15750,Pave,443770.25730896735,4652014.244928541,Edwards Elementary School,1999,2000,Gable,1513,1462,216,1,0,2,0,2,Attchd,521,2009,6,2009-06-01,Normal,220000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,73,11883,Pave,443642.0707862391,4652095.998252312,Edwards Elementary School,1996,1996,Hip,1504,1504,814,1,0,2,0,3,Attchd,478,2009,6,2009-06-01,Normal,203000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,0,12782,Pave,443608.6969485099,4652095.264417012,Edwards Elementary School,2002,2003,Hip,1828,1822,462,1,0,2,0,3,Attchd,523,2009,6,2009-06-01,Normal,279500
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,8750,Pave,443588.5631088791,4651999.932775281,Edwards Elementary School,1997,1998,Gable,1417,1417,306,1,0,2,0,3,Attchd,511,2009,8,2009-08-01,Normal,210000
Two_Story_1946_and_Newer,OneFam,Average,0,9375,Pave,443582.80046946934,4651983.323088979,Edwards Elementary School,1997,1998,Gable,2034,1057,318,1,0,2,1,3,Attchd,645,2009,2,2009-02-01,Normal,219500
Two_Story_1946_and_Newer,OneFam,Average,70,8750,Pave,443634.8785772114,4651982.908685912,Edwards Elementary School,1996,1996,Gable,1716,880,880,0,0,2,1,2,Attchd,512,2009,7,2009-07-01,Normal,191000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,70,9100,Pave,443518.2134076164,4651868.692112536,Edwards Elementary School,2001,2001,Gable,1212,1212,1212,0,0,2,0,3,Attchd,573,2009,6,2009-06-01,Normal,178000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,75,9750,Pave,443560.42013421265,4651865.913042285,Edwards Elementary School,2000,2001,Gable,1630,1630,1630,0,0,2,0,3,Attchd,451,2009,10,2009-10-01,Normal,213000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,0,4435,Pave,443590.8410168042,4651807.598466902,Sawyer Elementary School,2003,2004,Gable,848,848,163,1,0,1,0,1,Attchd,420,2009,6,2009-06-01,Normal,144000
One_Story_PUD_1946_and_Newer,TwnhsE,Average,0,4435,Pave,443579.08117163513,4651807.358967276,Sawyer Elementary School,2003,2003,Gable,848,848,163,1,0,1,0,1,Attchd,420,2009,5,2009-05-01,Normal,140000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,85,10200,Pave,443357.6908331411,4651830.999244313,Edwards Elementary School,2007,2007,Gable,1602,1578,100,1,0,2,0,3,Attchd,810,2009,1,2009-01-01,Normal,293200
Two_Story_1946_and_Newer,OneFam,Average,65,9313,Pave,443254.61205730546,4651553.009658439,Edwards Elementary School,2004,2004,Gable,1728,864,864,0,0,2,1,3,Attchd,572,2009,4,2009-04-01,Normal,190000
One_Story_1946_and_Newer_All_Styles,OneFam,Average,63,8487,Pave,443195.2478661925,4651564.255789521,Edwards Elementary School,2004,2004,Gable,1500,1500,1480,0,0,2,0,3,Attchd,570,2009,8,2009-08-01,Normal,190000
